X1,FILE_ID,ROMANIZED_TITLE,AUTHOR_LAST,AUTHOR_FIRST,DATE,GENRE,NARRATOR,IK_ENT,thought,textlength,pronouns,YulesK,YulesI,GuiraudC,ttr_mean,ttr_sd,ttr_norm,ttr_cumsum,ent_mean,ent_sd,ent_norm,ent_cumsum,nonpara_ent,period,punct,stopword
158,P_dig_029,Gushuhanjiaji,Ye,Xiaofeng,1936,POPULAR,0,6.578814551,0.005505361,149309,0.011780938,41.10503398,243.2792053,0.250090678,0.540990895,0.044224193,0.001250996,0.816,5.642878259,0.138917292,0.246902375,0.372,6.578814551,0.036554517,0.21014962,0.384305904
159,P_dig_031,Liufeiyan,Yan,Duhe,NA,POPULAR,0,6.907755279,0.005052705,22958,0.022519383,58.70828504,170.33371,0.250248509,0.49414414,0.041486566,0.031751795,0.45,5.508857645,0.136508356,0.290636452,0.622,6.907755279,0.032704189,0.199285836,0.424871054
160,P_dig_032,Qiuhaitang,Qin,Shou'ou,1944,POPULAR,0,7.427693848,0.008762796,175743,0.026527372,75.99637664,131.5852208,0.250607622,0.496440327,0.023817178,0.004690631,0.024,5.496891331,0.075386018,0.145400355,0.724,7.427693848,0.023841704,0.173240448,0.474169556
161,P_scn_009,Yuanyangmeng,Gong,Shaoqin,1911,POPULAR,0,9.210340372,0.002603873,106380,0.010847904,30.16861461,331.4703087,0.250066689,0.591325973,0.048735306,0.014081978,0.018,5.778031868,0.131099155,0.165420881,0.01,9.210340372,0.022861553,0.224098885,0.310686859
162,P_dig_034,Xishuoqinggongshisanchao,Wang,Haoyuan,NA,POPULAR,0,13.28414477,0.001393662,337241,0.007567289,13.1536503,760.2452376,0.250037582,0.688385778,0.047453163,0.035066737,0,6.016240342,0.130690857,0.457907438,0,13.28414477,0.04613178,0.219437408,0.197247264
163,P_scn_012,Nanxunmijizhengxuji,Xu,Zhiyan,1915,POPULAR,0,9.210340372,0.000742542,152180,0.001767644,27.41983702,364.699469,0.250035241,0.615758995,0.045098292,0.020054077,0.01,5.862039872,0.12906342,0.325579441,0.154,9.210340372,0.030510516,0.203320287,0.262036041
164,P_scn_013,Nvjieqinliangyuyanyi,Wen,Gongzhi,1934,POPULAR,0,8.743994024,0.003795602,280061,0.013239973,26.19607744,381.7365414,0.250221828,0.594022481,0.043004207,-0.008848732,0,5.811391342,0.134451829,0.187700423,0,8.743994024,0.032257456,0.202376072,0.342720748
165,P_dig_036,Qinghongbanyanyi,Wu,Yugong,NA,POPULAR,0,5.756462732,0.002222547,109334,0.010710301,22.58888454,442.695609,0.250052046,0.560486001,0.055990205,-0.022280916,0.016,5.717150742,0.178241972,0.20034098,0.026,5.756462732,0.04411329,0.222961628,0.314015507
166,P_dig_040,Jianqizhuguang,Wang,Dulu,NA,POPULAR,0,6.113057769,0.006037505,257888,0.029947109,56.10116679,178.2494121,0.250117212,0.462607496,0.031545362,-0.023333824,0.188,5.44182589,0.107483626,0.090631977,0.192,6.113057769,0.026369527,0.177965245,0.463566887
167,P_dig_042,Xiudaiyinbiao,Wang,Dulu,NA,POPULAR,0,6.279777526,0.005757245,98832,0.035342804,75.71750316,132.0698595,0.250217777,0.451894292,0.034454687,0.000833018,0,5.340654396,0.119040203,0.164967819,0.008,6.279777526,0.011165087,0.188552848,0.490545588
168,P_dig_043,Baojianjinchai,Wang,Dulu,NA,POPULAR,0,6.772309097,0.007136405,389692,0.026905864,55.08878871,181.5251385,0.250391512,0.465180031,0.029147982,-0.018051836,0.406,5.442686444,0.096837025,0.061055017,0.058,6.772309097,0.027332667,0.17668124,0.452286473
169,P_dig_044,Wohucanglong,Wang,Dulu,1942,POPULAR,0,7.121397195,0.004606141,466334,0.028576085,55.65169453,179.6890478,0.250549492,0.481236511,0.033478747,-0.019195528,0.078,5.471018785,0.114463866,0.083637627,0.176,7.121397195,0.025375046,0.178223831,0.454801486
170,P_dig_045,Hejingkunlun,Wang,Dulu,NA,POPULAR,0,6.642072384,0.0048029,437444,0.030945675,56.69213712,176.3913041,0.250070608,0.468441699,0.029026664,-0.019413723,0.014,5.438588629,0.102888716,0.077443829,0.026,6.642072384,0.02744464,0.179521347,0.446499535
171,P_dig_046,Touquan,Bai,Yu ,NA,POPULAR,0,3.386154549,0.004219527,107832,0.017174865,41.04521104,243.633782,0.250154588,0.53142524,0.045388239,-0.010371152,0,5.598530769,0.137679092,0.213662343,0,3.386154549,0.033473841,0.214356558,0.366092239
172,P_dig_047,Luochafuren,Zhu,Zhenmu,NA,POPULAR,0,8.528092937,0.004985942,312278,0.018361844,35.06411797,285.1918308,0.250016504,0.559611578,0.038808965,-0.004239383,0,5.718399687,0.121501792,0.210996524,0,8.528092937,0.032480263,0.195181829,0.356964976
173,P_dig_051,Yunqingnvshilvyi,Fanshengxiang,NA,NA,POPULAR,0,8.126770916,0.001403685,39895,0.001554079,28.51654457,350.673623,0.250093287,0.629707989,0.028738255,0.087551621,0.324,5.882104441,0.097091667,0.547495836,0.35,8.126770916,0.061019088,0.237198296,0.215207446
174,P_dig_052,Shiyeyewen,Xu,Zhiyan,NA,POPULAR,0,8.856096512,0.000598843,133591,0.001916297,26.20968729,381.5383178,0.25001576,0.619012061,0.032097297,0.02713738,0.46,5.861636395,0.096374407,0.406638107,0.152,8.856096512,0.052970054,0.219469809,0.251536573
175,P_dig_057,Canshuihu,Cheng,Shanzhi,1933,POPULAR,0,8.424091804,0.003403912,103998,0.008202081,22.54029889,443.6498402,0.2501568,0.616163162,0.037106746,0.038966851,0.022,5.852174846,0.110554638,0.375035253,0.018,8.424091804,0.044701706,0.246818674,0.304010755
176,P_dig_098,Yuanshitongsuyanyi,Cai,Dongfan,1920,POPULAR,0,8.634694099,0.001286458,307822,0.008917491,13.9864109,714.9797092,0.250174035,0.638271762,0.046276763,0.002771762,0,5.923875696,0.146199682,0.388844982,0,8.634694099,0.037792789,0.222186365,0.246712865
177,P_dig_099,Mingshitongsuyanyi,Cai,Dongfan,1920,POPULAR,0,9.868221827,0.001075523,470469,0.005843105,11.32498382,883.0034692,0.250019289,0.664374939,0.03213195,0.014727257,0.048,6.000833916,0.089247432,0.429547928,0,9.868221827,0.045966576,0.225856447,0.227120648
178,P_scn_001,Xitaihouyanyi,Cai,Dongfan,1916,POPULAR,0,8.971110752,0.002157454,226656,0.007500353,15.61423299,640.4413207,0.250168394,0.660621708,0.045778758,0.020188333,0.336,5.999455092,0.140122299,0.328424744,0.36,8.971110752,0.029313494,0.207026931,0.264890387
179,P_scn_011,Sida'esongshi,Wu,Linrui,NA,POPULAR,0,6.706558523,0.007479987,146658,0.022917263,50.12069144,199.5183968,0.250037404,0.482189988,0.058769093,-0.034236842,0.966,5.465299161,0.192154467,0.052486889,0.936,6.706558523,0.034448184,0.215865144,0.421775406
180,P_scn_015,Bieyoutiandi,Zhang,Henshui,NA,POPULAR,0,6.642072384,0.005843354,144951,0.023835641,58.73100375,170.2678204,0.250580813,0.494285196,0.032691207,0.001119144,0.03,5.501720046,0.110003823,0.178767564,0.004,6.642072384,0.029609569,0.199187542,0.452502821
